Mod:Item:MetaData, Localized Name
harvestcraft:honeybunItem, Honeybun
harvestcraft:honeyglazedcarrotsItem, Honey Glazed Carrots
harvestcraft:honeyglazedhamItem, Honey Glazed Ham
harvestcraft:honeysoyribsItem, Honey Soy Ribs
harvestcraft:rawtofeakItem, Raw Tofeak
harvestcraft:rawtofaconItem, Raw Tofacon
harvestcraft:rawtofishItem, Raw Tofish
harvestcraft:rawtofeegItem, Raw Tofeeg
harvestcraft:rawtofuttonItem, Raw Tofutton
harvestcraft:rawtofickenItem, Raw Toficken
harvestcraft:rawtofabbitItem, Raw Tofabbit
harvestcraft:rawtofurkeyItem, Raw Tofurkey
harvestcraft:rawtofenisonItem, Raw Tofenison
harvestcraft:cookedtofeakItem, Cooked Tofeak
harvestcraft:cookedtofaconItem, Cooked Tofacon
harvestcraft:cookedtofishItem, Cooked Tofish
harvestcraft:cookedtofeegItem, Cooked Tofeeg
harvestcraft:cookedtofuttonItem, Cooked Tofutton
harvestcraft:cookedtofickenItem, Cooked Toficken
harvestcraft:cookedtofabbitItem, Cooked Tofabbit
harvestcraft:cookedtofurkeyItem, Cooked Tofurkey
harvestcraft:cookedtofenisonItem, Cooked Tofenison
harvestcraft:carrotcakeItem, Carrot Cake
harvestcraft:holidaycakeItem, Holiday Cake
harvestcraft:pumpkincheesecakeItem, Pumpkin Cheese Cake
harvestcraft:pavlovaItem, Pavlova
harvestcraft:lamingtonItem, Lamington
harvestcraft:cheesecakeItem, Cheese Cake
harvestcraft:cherrycheesecakeItem, Cherry Cheese Cake
harvestcraft:pineappleupsidedowncakeItem, Pineapple Upside Down Cake
harvestcraft:chocolatesprinklecakeItem, Chocolate Sprinkles Cake
harvestcraft:redvelvetcakeItem, Red Velvet Cake
harvestcraft:queenbeeItem, Queen Bee
harvestcraft:grubItem, Bee Grub
harvestcraft:honeycombItem, Honeycomb
harvestcraft:honeyItem, Honey
harvestcraft:waxcombItem, Waxcomb
harvestcraft:royaljellyItem, Royal Jelly
harvestcraft:beeswaxItem, Pressed Wax
harvestcraft:fruitbaitItem, Fruit Bait
harvestcraft:grainbaitItem, Grain Bait
harvestcraft:veggiebaitItem, Veggie Bait
harvestcraft:fishtrapbaitItem, Fish Trap Bait
harvestcraft:cuttingboardItem, Cutting Board
harvestcraft:potItem, Pot
harvestcraft:skilletItem, Skillet
harvestcraft:saucepanItem, Saucepan
harvestcraft:bakewareItem, Bakeware
harvestcraft:mortarandpestleItem, Mortar and Pestle
harvestcraft:mixingbowlItem, Mixing Bowl
harvestcraft:juicerItem, Juicer
harvestcraft:hardenedleatherItem, Hardened Leather
harvestcraft:hardenedleatherhelmItem, Hardened Leather Helm
harvestcraft:hardenedleatherchestItem, Hardened Leather Chest
harvestcraft:hardenedleatherleggingsItem, Hardened Leather Leggings
harvestcraft:hardenedleatherbootsItem, Hardened Leather Boots
progressiveautomation:Wrench, PA Wrench
progressiveautomation:WoodUpgrade, Wooden Upgrade
progressiveautomation:StoneUpgrade, Stone Upgrade
progressiveautomation:IronUpgrade, Iron Upgrade
progressiveautomation:DiamondUpgrade, Diamond Upgrade
progressiveautomation:WitherUpgrade, Wither Upgrade
progressiveautomation:FillerUpgrade, Filler Upgrade
progressiveautomation:FilterPlayerUpgrade, Player Filter Upgrade
progressiveautomation:FilterMobUpgrade, Mob Filter Upgrade
progressiveautomation:FilterAnimalUpgrade, Animal Filter Upgrade
progressiveautomation:FilterAdultUpgrade, Adult Filter Upgrade
progressiveautomation:MilkerUpgrade, Milker Upgrade
progressiveautomation:ShearingUpgrade, Shearing Upgrade
progressiveautomation:RFEngine, RF Engine
progressiveautomation:CreativeRFEngine, Creative RF Engine
progressiveautomation:CoalPellet, Fuel Pellet
progressiveautomation:WitherWood, Wither Wood
progressiveautomation:WitherStone, Wither Stone
progressiveautomation:WitherIron, Wither Iron
progressiveautomation:WitherGold, item.WitherGold.name
progressiveautomation:WitherDiamond, Wither Diamond
progressiveautomation:Miner, Wooden Miner
progressiveautomation:MinerStone, Stone Miner
progressiveautomation:MinerIron, Iron Miner
progressiveautomation:MinerDiamond, Diamond Miner
progressiveautomation:Chopper, Wooden Chopper
progressiveautomation:ChopperStone, Stone Chopper
progressiveautomation:ChopperIron, Iron Chopper
progressiveautomation:ChopperDiamond, Diamond Chopper
progressiveautomation:Planter, Wooden Planter
progressiveautomation:PlanterStone, Stone Planter
progressiveautomation:PlanterIron, Iron Planter
progressiveautomation:PlanterDiamond, Diamond Planter
progressiveautomation:Generator, Wooden Generator
progressiveautomation:GeneratorStone, Stone Generator
progressiveautomation:GeneratorIron, Iron Generator
progressiveautomation:GeneratorDiamond, Diamond Generator
progressiveautomation:Crafter, Wooden Crafter
progressiveautomation:CrafterStone, Stone Crafter
progressiveautomation:CrafterIron, Iron Crafter
progressiveautomation:CrafterDiamond, Diamond Crafter
progressiveautomation:Farmer, Wooden Animal Farmer
progressiveautomation:FarmerStone, Stone Animal Farmer
progressiveautomation:FarmerIron, Iron Animal Farmer
progressiveautomation:FarmerDiamond, Diamond Animal Farmer
progressiveautomation:Killer, Wooden Killer
progressiveautomation:KillerStone, Stone Killer
progressiveautomation:KillerIron, Iron Killer
progressiveautomation:KillerDiamond, Diamond Killer
progressiveautomation:Capacitor, Wooden Capacitor
progressiveautomation:CapacitorStone, Stone Capacitor
progressiveautomation:CapacitorIron, Iron Capacitor
progressiveautomation:CapacitorDiamond, Diamond Capacitor
railcraft:tool_crowbar_iron, Iron Crowbar
railcraft:tool_crowbar_steel, Steel Crowbar
railcraft:tool_shears_steel, Steel Shears
railcraft:armor_helmet_steel, Steel Helmet
railcraft:armor_chestplate_steel, Steel Chestplate
railcraft:armor_leggings_steel, Steel Leggings
railcraft:armor_boots_steel, Steel Boots
railcraft:tool_magnifying_glass, Magnifying Glass
railcraft:armor_goggles, Trackman's Goggles
railcraft:circuit:0, Controller Circuit
railcraft:circuit:1, Receiver Circuit
railcraft:circuit:2, Signal Circuit
railcraft:armor_overalls, Engineer's Overalls
railcraft:nugget:0, Iron Nugget
railcraft:nugget:1, Steel Nugget
railcraft:nugget:2, Copper Nugget
railcraft:nugget:3, Tin Nugget
railcraft:nugget:4, Lead Nugget
railcraft:nugget:5, Silver Nugget
railcraft:ingot:0, Steel Ingot
railcraft:ingot:1, Copper Ingot
railcraft:ingot:2, Tin Ingot
railcraft:ingot:3, Lead Ingot
railcraft:ingot:4, Silver Ingot
railcraft:tool_notepad, Trackman's Notepad
railcraft:railbed:0, Wooden Railbed
railcraft:railbed:1, Stone Railbed
railcraft:tie:0, Wooden Tie
railcraft:tie:1, Stone Tie
railcraft:rebar, Rebar
railcraft:concrete, Bag of Concrete
railcraft:dust:0, Obsidian Dust
railcraft:dust:1, Sulfur
railcraft:dust:2, Saltpeter
railcraft:dust:3, Charcoal Dust
railcraft:dust:4, Ground Blast Furnace Slag
railcraft:rail:0, Standard Rail
railcraft:rail:1, Advanced Rail
railcraft:rail:2, Wooden Rail
railcraft:rail:3, H.S. Rail
railcraft:rail:4, Reinforced Rail
railcraft:rail:5, Electric Rail
railcraft:detector:0, Cart Detector - Item
railcraft:detector:1, Cart Detector - Any
railcraft:detector:2, Cart Detector - Empty
railcraft:detector:3, Cart Detector - Mob
railcraft:detector:4, Cart Detector - Player
railcraft:detector:5, Cart Detector - Animal
railcraft:detector:6, Cart Detector - Tank
railcraft:detector:7, Cart Detector - Advanced
railcraft:detector:8, Cart Detector - Age
railcraft:detector:9, Cart Detector - Train
railcraft:detector:10, Cart Detector - Sheep
railcraft:detector:11, Cart Detector - Villager
railcraft:detector:12, Cart Detector - Locomotive
railcraft:detector:13, Cart Detector - Routing
railcraft:manipulator:0, Item Loader
railcraft:manipulator:1, Item Unloader
railcraft:manipulator:2, Adv. Item Loader
railcraft:manipulator:3, Adv. Item Unloader
railcraft:manipulator:4, Fluid Loader
railcraft:manipulator:5, Fluid Unloader
railcraft:manipulator:10, Redstone Flux Loader
railcraft:manipulator:11, Redstone Flux Unloader
railcraft:manipulator:8, Cart Dispenser
railcraft:manipulator:9, Train Dispenser
railcraft:entity_bore:0, Tunnel Bore
railcraft:borehead_iron, Iron Bore Head
railcraft:borehead_steel, Steel Bore Head
railcraft:borehead_diamond, Diamond Bore Head
railcraft:entity_mow_track_layer:0, Track Layer Cart
railcraft:entity_mow_track_relayer:0, Track Relayer Cart
railcraft:entity_mow_track_remover:0, Track Remover Cart
railcraft:entity_mow_undercutter:0, Undercutter Cart
railcraft:tool_charge_meter, Charge Meter
railcraft:charge_feeder:0, IC2 Charge Feeder Unit
railcraft:charge_feeder:1, Admin Charge Feeder Unit
railcraft:plate:0, Iron Plate
railcraft:plate:1, Steel Plate
railcraft:plate:2, Tin Plate
railcraft:plate:3, Copper Plate
railcraft:plate:4, Lead Plate
railcraft:plate:5, Silver Plate
railcraft:charge_trap, Charge Trap
railcraft:frame, Wire Support Frame
railcraft:wire, Charge Shunting Wire
railcraft:anvil:0, Steel Anvil
railcraft:anvil:1, Slightly Damaged Steel Anvil
railcraft:anvil:2, Very Damaged Steel Anvil
railcraft:fuel_coke, Coal Coke
railcraft:firestone_cracked, Cracked Firestone
railcraft:firestone_cut, Cut Firestone
railcraft:firestone_raw, Raw Firestone
railcraft:firestone_refined, Refined Firestone
railcraft:entity_cart_redstone_flux:0, Redstone Flux Cart
railcraft:generic:0, Block of Copper
railcraft:generic:1, Block of Tin
railcraft:generic:2, Block of Lead
railcraft:generic:10, Block of Silver
railcraft:generic:3, Block of Steel
railcraft:generic:4, Block of Concrete
railcraft:generic:5, Creosote Wood Block
railcraft:generic:6, Block of Coal Coke
railcraft:generic:7, Crushed Obsidian
railcraft:generic:8, Abyssal Stone
railcraft:generic:9, Quarried Stone
railcraft:fluid_bottle_creosote, Creosote Bottle
railcraft:fluid_bottle_steam, Steam Bottle
railcraft:fluid_bucket_creosote, Creosote Bucket
railcraft:entity_cart_pumpkin:0, Pumpkin Cart
railcraft:entity_cart_gift:0, Gift Cart
railcraft:tool_signal_surveyor:0, Signal Block Surveyor
railcraft:tool_signal_tuner:0, Signal Tuner
railcraft:tool_signal_label, Signal Label
railcraft:brick_abyssal:0, Abyssal Brick
railcraft:brick_abyssal:1, Fitted Abyssal Stone
railcraft:brick_abyssal:2, Abyssal Block
railcraft:brick_abyssal:3, Ornate Abyssal Stone
railcraft:brick_abyssal:4, Etched Abyssal Stone
railcraft:brick_abyssal:5, Abyssal Cobblestone
railcraft:brick_bleachedbone:0, Bleached Bone Brick
railcraft:brick_bleachedbone:1, Fitted Bleached Bone Stone
railcraft:brick_bleachedbone:2, Bleached Bone Block
railcraft:brick_bleachedbone:3, Ornate Bleached Bone Stone
railcraft:brick_bleachedbone:4, Etched Bleached Bone Stone
railcraft:brick_bleachedbone:5, Bleached Bone Cobblestone
railcraft:bleached_clay, Bleached Clay
railcraft:brick_bloodstained:0, Blood Stained Brick
railcraft:brick_bloodstained:1, Fitted Blood Stained Stone
railcraft:brick_bloodstained:2, Blood Stained Block
railcraft:brick_bloodstained:3, Ornate Blood Stained Stone
railcraft:brick_bloodstained:4, Etched Blood Stained Stone
railcraft:brick_bloodstained:5, Blood Stained Cobblestone
railcraft:brick_frostbound:0, Frost Bound Brick
railcraft:brick_frostbound:1, Fitted Frost Bound Stone
railcraft:brick_frostbound:2, Frost Bound Block
railcraft:brick_frostbound:3, Ornate Frost Bound Stone
railcraft:brick_frostbound:4, Etched Frost Bound Stone
railcraft:brick_frostbound:5, Frost Bound Cobblestone
railcraft:brick_infernal:0, Infernal Brick
railcraft:brick_infernal:1, Fitted Infernal Stone
railcraft:brick_infernal:2, Infernal Block
railcraft:brick_infernal:3, Ornate Infernal Stone
railcraft:brick_infernal:4, Etched Infernal Stone
railcraft:brick_infernal:5, Infernal Cobblestone
railcraft:brick_quarried:0, Quarried Brick
railcraft:brick_quarried:1, Fitted Quarried Stone
railcraft:brick_quarried:2, Quarried Block
railcraft:brick_quarried:3, Ornate Quarried Stone
railcraft:brick_quarried:4, Etched Quarried Stone
railcraft:brick_quarried:5, Quarried Cobblestone
railcraft:brick_sandy:0, Sandy Brick
railcraft:brick_sandy:1, Fitted Sandy Stone
railcraft:brick_sandy:2, Sandy Block
railcraft:brick_sandy:3, Ornate Sandy Stone
railcraft:brick_sandy:4, Etched Sandy Stone
railcraft:brick_sandy:5, Sandy Cobblestone
railcraft:brick_nether:0, Nether Brick
railcraft:brick_nether:1, Fitted Nether Stone
railcraft:brick_nether:2, Nether Block
railcraft:brick_nether:3, Ornate Nether Stone
railcraft:brick_nether:4, Etched Nether Stone
railcraft:brick_nether:5, Nether Cobblestone
railcraft:tool_stone_carver, Stone Carver
railcraft:glass:0, Strengthened Glass
railcraft:glass:1, Strengthened Glass
railcraft:glass:2, Strengthened Glass
railcraft:glass:3, Strengthened Glass
railcraft:glass:4, Strengthened Glass
railcraft:glass:5, Strengthened Glass
railcraft:glass:6, Strengthened Glass
railcraft:glass:7, Strengthened Glass
railcraft:glass:8, Strengthened Glass
railcraft:glass:9, Strengthened Glass
railcraft:glass:10, Strengthened Glass
railcraft:glass:11, Strengthened Glass
railcraft:glass:12, Strengthened Glass
railcraft:glass:13, Strengthened Glass
railcraft:glass:14, Strengthened Glass
railcraft:glass:15, Strengthened Glass
railcraft:track_kit:10, Launcher Track Kit
railcraft:track_kit:16, Routing Track Kit
railcraft:track_kit:1, Booster Track Kit
railcraft:track_kit:17, Throttle Track Kit
railcraft:track_kit:14, One-Way Track Kit
railcraft:track_kit:9, Gated Track Kit
railcraft:track_kit:11, Locking Track Kit
railcraft:track_kit:6, Disembarking Track Kit
railcraft:track_kit:15, Priming Track Kit
railcraft:track_kit:18, Transition Track Kit
railcraft:track_kit:0, Activator Track Kit
railcraft:track_kit:4, Coupler Track Kit
railcraft:track_kit:7, Dumping Track Kit
railcraft:track_kit:3, Control Track Kit
railcraft:track_kit:19, Whistle Track Kit
railcraft:track_kit:5, Detector Track Kit
railcraft:track_kit:8, Embarking Track Kit
railcraft:track_kit:2, Buffer Stop Track Kit
railcraft:track_kit:12, Locomotive Track Kit
railcraft:track_outfitted:0, Abandoned Launcher Track
railcraft:track_outfitted:0, Electric Launcher Track
railcraft:track_outfitted:0, Iron Launcher Track
railcraft:track_outfitted:0, Reinforced Launcher Track
railcraft:track_outfitted:0, Strap Iron Launcher Track
railcraft:track_outfitted:0, H. S. E. Routing Track
railcraft:track_outfitted:0, Abandoned Routing Track
railcraft:track_outfitted:0, Electric Routing Track
railcraft:track_outfitted:0, Iron Routing Track
railcraft:track_outfitted:0, Reinforced Routing Track
railcraft:track_outfitted:0, H. S. Routing Track
railcraft:track_outfitted:0, Strap Iron Routing Track
railcraft:track_outfitted:0, H. S. E. Booster Track
railcraft:track_outfitted:0, Abandoned Booster Track
railcraft:track_outfitted:0, Electric Booster Track
railcraft:track_outfitted:0, Iron Booster Track
railcraft:track_outfitted:0, Reinforced Booster Track
railcraft:track_outfitted:0, H. S. Booster Track
railcraft:track_outfitted:0, Strap Iron Booster Track
railcraft:track_outfitted:0, H. S. E. Throttle Track
railcraft:track_outfitted:0, Abandoned Throttle Track
railcraft:track_outfitted:0, Electric Throttle Track
railcraft:track_outfitted:0, Iron Throttle Track
railcraft:track_outfitted:0, Reinforced Throttle Track
railcraft:track_outfitted:0, H. S. Throttle Track
railcraft:track_outfitted:0, Strap Iron Throttle Track
railcraft:track_outfitted:0, Abandoned One-Way Track
railcraft:track_outfitted:0, Electric One-Way Track
railcraft:track_outfitted:0, Iron One-Way Track
railcraft:track_outfitted:0, Reinforced One-Way Track
railcraft:track_outfitted:0, Strap Iron One-Way Track
railcraft:track_outfitted:0, Abandoned Gated Track
railcraft:track_outfitted:0, Electric Gated Track
railcraft:track_outfitted:0, Iron Gated Track
railcraft:track_outfitted:0, Reinforced Gated Track
railcraft:track_outfitted:0, Strap Iron Gated Track
railcraft:track_outfitted:0, H. S. E. Locking Track
railcraft:track_outfitted:0, Abandoned Locking Track
railcraft:track_outfitted:0, Electric Locking Track
railcraft:track_outfitted:0, Iron Locking Track
railcraft:track_outfitted:0, Reinforced Locking Track
railcraft:track_outfitted:0, H. S. Locking Track
railcraft:track_outfitted:0, Strap Iron Locking Track
railcraft:track_outfitted:0, H. S. E. Disembarking Track
railcraft:track_outfitted:0, Abandoned Disembarking Track
railcraft:track_outfitted:0, Electric Disembarking Track
railcraft:track_outfitted:0, Iron Disembarking Track
railcraft:track_outfitted:0, Reinforced Disembarking Track
railcraft:track_outfitted:0, H. S. Disembarking Track
railcraft:track_outfitted:0, Strap Iron Disembarking Track
railcraft:track_outfitted:0, H. S. E. Priming Track
railcraft:track_outfitted:0, Abandoned Priming Track
railcraft:track_outfitted:0, Electric Priming Track
railcraft:track_outfitted:0, Iron Priming Track
railcraft:track_outfitted:0, Reinforced Priming Track
railcraft:track_outfitted:0, H. S. Priming Track
railcraft:track_outfitted:0, Strap Iron Priming Track
railcraft:track_outfitted:0, H. S. E. Transition Track
railcraft:track_outfitted:0, H. S. Transition Track
railcraft:track_outfitted:0, H. S. E. Activator Track
railcraft:track_outfitted:0, Abandoned Activator Track
railcraft:track_outfitted:0, Electric Activator Track
railcraft:track_outfitted:0, Iron Activator Track
railcraft:track_outfitted:0, Reinforced Activator Track
railcraft:track_outfitted:0, H. S. Activator Track
railcraft:track_outfitted:0, Strap Iron Activator Track
railcraft:track_outfitted:0, Abandoned Coupler Track
railcraft:track_outfitted:0, Electric Coupler Track
railcraft:track_outfitted:0, Iron Coupler Track
railcraft:track_outfitted:0, Reinforced Coupler Track
railcraft:track_outfitted:0, Strap Iron Coupler Track
railcraft:track_outfitted:0, Abandoned Dumping Track
railcraft:track_outfitted:0, Electric Dumping Track
railcraft:track_outfitted:0, Iron Dumping Track
railcraft:track_outfitted:0, Reinforced Dumping Track
railcraft:track_outfitted:0, Strap Iron Dumping Track
railcraft:track_outfitted:0, Abandoned Control Track
railcraft:track_outfitted:0, Electric Control Track
railcraft:track_outfitted:0, Iron Control Track
railcraft:track_outfitted:0, Reinforced Control Track
railcraft:track_outfitted:0, Strap Iron Control Track
railcraft:track_outfitted:0, H. S. E. Whistle Track
railcraft:track_outfitted:0, Abandoned Whistle Track
railcraft:track_outfitted:0, Electric Whistle Track
railcraft:track_outfitted:0, Iron Whistle Track
railcraft:track_outfitted:0, Reinforced Whistle Track
railcraft:track_outfitted:0, H. S. Whistle Track
railcraft:track_outfitted:0, Strap Iron Whistle Track
railcraft:track_outfitted:0, H. S. E. Detector Track
railcraft:track_outfitted:0, Abandoned Detector Track
railcraft:track_outfitted:0, Electric Detector Track
railcraft:track_outfitted:0, Iron Detector Track
railcraft:track_outfitted:0, Reinforced Detector Track
railcraft:track_outfitted:0, H. S. Detector Track
railcraft:track_outfitted:0, Strap Iron Detector Track
railcraft:track_outfitted:0, H. S. E. Embarking Track
railcraft:track_outfitted:0, Abandoned Embarking Track
railcraft:track_outfitted:0, Electric Embarking Track
railcraft:track_outfitted:0, Iron Embarking Track
railcraft:track_outfitted:0, Reinforced Embarking Track
railcraft:track_outfitted:0, H. S. Embarking Track
railcraft:track_outfitted:0, Strap Iron Embarking Track
railcraft:track_outfitted:0, Abandoned Buffer Stop Track
railcraft:track_outfitted:0, Electric Buffer Stop Track
railcraft:track_outfitted:0, Iron Buffer Stop Track
railcraft:track_outfitted:0, Reinforced Buffer Stop Track
railcraft:track_outfitted:0, Strap Iron Buffer Stop Track
railcraft:track_outfitted:0, H. S. E. Locomotive Track
railcraft:track_outfitted:0, Abandoned Locomotive Track
railcraft:track_outfitted:0, Electric Locomotive Track
railcraft:track_outfitted:0, Iron Locomotive Track
railcraft:track_outfitted:0, Reinforced Locomotive Track
railcraft:track_outfitted:0, H. S. Locomotive Track
railcraft:track_outfitted:0, Strap Iron Locomotive Track
railcraft:track_parts, Track Parts
railcraft:entity_cart_tnt_wood:0, Wooden TNT Cart
railcraft:entity_cart_work:0, Work Cart
railcraft:tool_whistle_tuner, Whistle Tuner
railcraft:signal_lamp, Signal Lamp
railcraft:gear:0, Gold-Plate Gear
railcraft:gear:1, Iron Gear
railcraft:gear:2, Steel Gear
railcraft:gear:3, Tin Gear Bushing
railcraft:routing_table, Routing Table
railcraft:routing_ticket, Railway Ticket
railcraft:routing_ticket_gold, Golden Railway Ticket
railcraft:track_flex_abandoned, Abandoned Track
railcraft:track_flex_electric, Electric Track
railcraft:track_flex_high_speed, High Speed Track
railcraft:track_flex_hs_electric, High Speed Electric Track
railcraft:track_flex_reinforced, Reinforced Track
railcraft:track_flex_strap_iron, Strap Iron Track
railcraft:entity_cart_cargo:0, Cargo Cart
railcraft:entity_cart_tank:0, Tank Cart
railcraft:ore:0, Sulfur Ore
railcraft:ore:1, Saltpeter Ore
railcraft:ore:2, Dark Diamond Ore
railcraft:ore:3, Dark Emerald Ore
railcraft:ore:4, Dark Lapis Lazuli Ore
railcraft:ore:5, Poor Iron Ore
railcraft:ore:6, Poor Gold Ore
railcraft:ore:7, Poor Copper Ore
railcraft:ore:8, Poor Tin Ore
railcraft:ore:9, Poor Lead Ore
railcraft:ore:10, Poor Silver Ore
railcraft:ore:11, Copper Ore
railcraft:ore:12, Tin Ore
railcraft:ore:13, Lead Ore
railcraft:ore:14, Silver Ore
railcraft:ore_magic:0, Firestone Ore
railcraft:worldlogic, Saltpeter Ore Spawner
rangedpumps:pump, Pump
thermalfoundation:ore:0, Copper Ore
thermalfoundation:ore:1, Tin Ore
thermalfoundation:ore:2, Silver Ore
thermalfoundation:ore:3, Lead Ore
thermalfoundation:ore:4, Aluminum Ore
thermalfoundation:ore:5, Nickel Ore
thermalfoundation:ore:6, Platinum Ore
thermalfoundation:ore:7, Iridium Ore
thermalfoundation:ore:8, Mana Infused Ore
thermalfoundation:storage:0, Copper Block
thermalfoundation:storage:1, Tin Block
thermalfoundation:storage:2, Silver Block
thermalfoundation:storage:3, Lead Block
thermalfoundation:storage:4, Aluminum Block
thermalfoundation:storage:5, Nickel Block
thermalfoundation:storage:6, Platinum Block
thermalfoundation:storage:7, Iridium Block
thermalfoundation:storage:8, Mana Infused Block
thermalfoundation:storage_alloy:0, Steel Block
thermalfoundation:storage_alloy:1, Electrum Block
thermalfoundation:storage_alloy:2, Invar Block
thermalfoundation:storage_alloy:3, Bronze Block
thermalfoundation:storage_alloy:4, Constantan Block
thermalfoundation:storage_alloy:5, Signalum Block
thermalfoundation:storage_alloy:6, Lumium Block
thermalfoundation:storage_alloy:7, Enderium Block
thermalfoundation:glass:0, Hardened Copper Glass
thermalfoundation:glass:1, Hardened Tin Glass
thermalfoundation:glass:2, Hardened Silver Glass
thermalfoundation:glass:3, Hardened Glass
thermalfoundation:glass:4, Hardened Aluminum Glass
thermalfoundation:glass:5, Hardened Nickel Glass
thermalfoundation:glass:6, Hardened Platinum Glass
thermalfoundation:glass:7, Hardened Iridium Glass
thermalfoundation:glass:8, Hardened Mana Infused Glass
thermalfoundation:glass_alloy:0, Hardened Steel Glass
thermalfoundation:glass_alloy:1, Hardened Electrum Glass
thermalfoundation:glass_alloy:2, Hardened Invar Glass
thermalfoundation:glass_alloy:3, Hardened Bronze Glass
thermalfoundation:glass_alloy:4, Hardened Constantan Glass
thermalfoundation:glass_alloy:5, Hardened Signalum Glass
thermalfoundation:glass_alloy:6, Hardened Lumium Glass
thermalfoundation:glass_alloy:7, Hardened Enderium Glass
thermalfoundation:rockwool:0, Black Rockwool
thermalfoundation:rockwool:1, Red Rockwool
thermalfoundation:rockwool:2, Green Rockwool
thermalfoundation:rockwool:3, Brown Rockwool
thermalfoundation:rockwool:4, Blue Rockwool
thermalfoundation:rockwool:5, Purple Rockwool
thermalfoundation:rockwool:6, Cyan Rockwool
thermalfoundation:rockwool:7, Light Gray Rockwool
thermalfoundation:rockwool:8, Gray Rockwool
thermalfoundation:rockwool:9, Pink Rockwool
thermalfoundation:rockwool:10, Lime Rockwool
thermalfoundation:rockwool:11, Yellow Rockwool
thermalfoundation:rockwool:12, Light Blue Rockwool
thermalfoundation:rockwool:13, Magenta Rockwool
thermalfoundation:rockwool:14, Orange Rockwool
thermalfoundation:rockwool:15, White Rockwool
thermalfoundation:wrench:0, Crescent Hammer
thermalfoundation:meter:0, Multimeter
thermalfoundation:tome:0, Forge Lexicon
thermalfoundation:security:0, Signalum Security Lock
thermalfoundation:diagram:0, Schematic
thermalfoundation:diagram:3, Redprint
thermalfoundation:coin:0, Iron Coin
thermalfoundation:coin:1, Gold Coin
thermalfoundation:coin:64, Copper Coin
thermalfoundation:coin:65, Tin Coin
thermalfoundation:coin:66, Silver Coin
thermalfoundation:coin:67, Lead Coin
thermalfoundation:coin:68, Aluminum Coin
thermalfoundation:coin:69, Nickel Coin
thermalfoundation:coin:70, Platinum Coin
thermalfoundation:coin:71, Iridium Coin
thermalfoundation:coin:72, Mana Infused Coin
thermalfoundation:coin:96, Steel Coin
thermalfoundation:coin:97, Electrum Coin
thermalfoundation:coin:98, Invar Coin
thermalfoundation:coin:99, Bronze Coin
thermalfoundation:coin:100, Constantan Coin
thermalfoundation:coin:101, Signalum Coin
thermalfoundation:coin:102, Lumium Coin
thermalfoundation:coin:103, Enderium Coin
thermalfoundation:fertilizer:0, Phyto-Gro
thermalfoundation:fertilizer:1, Rich Phyto-Gro
thermalfoundation:fertilizer:2, Fluxed Phyto-Gro
thermalfoundation:material:0, Pulverized Iron
thermalfoundation:material:1, Pulverized Gold
thermalfoundation:material:16, Diamond Nugget
thermalfoundation:material:24, Iron Gear
thermalfoundation:material:25, Gold Gear
thermalfoundation:material:32, Iron Plate
thermalfoundation:material:33, Gold Plate
thermalfoundation:material:64, Pulverized Copper
thermalfoundation:material:65, Pulverized Tin
thermalfoundation:material:66, Pulverized Silver
thermalfoundation:material:67, Pulverized Lead
thermalfoundation:material:68, Pulverized Aluminum
thermalfoundation:material:69, Pulverized Nickel
thermalfoundation:material:70, Pulverized Platinum
thermalfoundation:material:71, Pulverized Iridium
thermalfoundation:material:72, Pulverized Mana Infused Metal
thermalfoundation:material:96, Steel Blend
thermalfoundation:material:97, Electrum Blend
thermalfoundation:material:98, Invar Blend
thermalfoundation:material:99, Bronze Blend
thermalfoundation:material:100, Constantan Blend
thermalfoundation:material:101, Signalum Blend
thermalfoundation:material:102, Lumium Blend
thermalfoundation:material:103, Enderium Blend
thermalfoundation:material:128, Copper Ingot
thermalfoundation:material:129, Tin Ingot
thermalfoundation:material:130, Silver Ingot
thermalfoundation:material:131, Lead Ingot
thermalfoundation:material:132, Aluminum Ingot
thermalfoundation:material:133, Nickel Ingot
thermalfoundation:material:134, Platinum Ingot
thermalfoundation:material:135, Iridium Ingot
thermalfoundation:material:136, Mana Infused Ingot
thermalfoundation:material:160, Steel Ingot
thermalfoundation:material:161, Electrum Ingot
thermalfoundation:material:162, Invar Ingot
thermalfoundation:material:163, Bronze Ingot
thermalfoundation:material:164, Constantan Ingot
thermalfoundation:material:165, Signalum Ingot
thermalfoundation:material:166, Lumium Ingot
thermalfoundation:material:167, Enderium Ingot
thermalfoundation:material:192, Copper Nugget
thermalfoundation:material:193, Tin Nugget
thermalfoundation:material:194, Silver Nugget
thermalfoundation:material:195, Lead Nugget
thermalfoundation:material:196, Aluminum Nugget
thermalfoundation:material:197, Nickel Nugget
thermalfoundation:material:198, Platinum Nugget
thermalfoundation:material:199, Iridium Nugget
thermalfoundation:material:200, Mana Infused Nugget
thermalfoundation:material:224, Steel Nugget
thermalfoundation:material:225, Electrum Nugget
thermalfoundation:material:226, Invar Nugget
thermalfoundation:material:227, Bronze Nugget
thermalfoundation:material:228, Constantan Nugget
thermalfoundation:material:229, Signalum Nugget
thermalfoundation:material:230, Lumium Nugget
thermalfoundation:material:231, Enderium Nugget
thermalfoundation:material:256, Copper Gear
